epoch,loss,accuracy,model,path
15,0.11531284398266248,0.9541284403669725,relu,models/machine_learning_model_relu1.pth
15,0.042728404414706996,0.9954128440366973,relu,models/machine_learning_model_relu2.pth
15,0.038334034117204804,0.9908256880733946,relu,models/machine_learning_model_relu3.pth
15,0.04091680349249925,0.9862385321100917,relu,models/machine_learning_model_relu4.pth
15,0.09492319809006793,0.9724770642201835,relu,models/machine_learning_model_relu5.pth
15,0.05176297961069005,0.9954128440366973,relu,models/machine_learning_model_relu6.pth
15,0.06615580059587955,0.981651376146789,relu,models/machine_learning_model_relu7.pth
15,0.06934244970657996,0.981651376146789,relu,models/machine_learning_model_relu8.pth
15,0.04271014982701412,0.9954128440366973,relu,models/machine_learning_model_relu9.pth
15,0.03471733203956059,0.9954128440366973,relu,models/machine_learning_model_relu10.pth
15,0.03150328980492694,1.0,relu,models/machine_learning_model_relu11.pth
15,0.025977506901004484,1.0,relu,models/machine_learning_model_relu12.pth
15,0.05659372199858938,0.9862385321100917,relu,models/machine_learning_model_relu13.pth
15,0.03265882675935115,0.9954128440366973,relu,models/machine_learning_model_relu14.pth
15,0.07934857878301825,0.9724770642201835,relu,models/machine_learning_model_relu15.pth
15,0.03162758729221033,0.981651376146789,relu,models/machine_learning_model_relu16.pth
15,0.07430119533091784,0.9724770642201835,relu,models/machine_learning_model_relu17.pth
15,0.07660230049597365,0.9862385321100917,relu,models/machine_learning_model_relu18.pth
15,0.06142308140572693,0.9862385321100917,relu,models/machine_learning_model_relu19.pth
15,0.06798599740224225,0.9770642201834863,relu,models/machine_learning_model_relu20.pth
15,0.06845728979845132,0.9862385321100917,relu,models/machine_learning_model_relu21.pth
15,0.03107351024768182,0.9954128440366973,relu,models/machine_learning_model_relu22.pth
15,0.04819048262600388,0.9908256880733946,relu,models/machine_learning_model_relu23.pth
15,0.02600133292643087,1.0,relu,models/machine_learning_model_relu24.pth
15,0.08675954810210637,0.9587155963302753,relu,models/machine_learning_model_relu25.pth
15,0.06170798984489271,0.9724770642201835,relu,models/machine_learning_model_relu26.pth
15,0.02319126887180443,0.9954128440366973,relu,models/machine_learning_model_relu27.pth
15,0.0727449127339891,0.9770642201834863,relu,models/machine_learning_model_relu28.pth
15,0.08397754913728152,0.9724770642201835,relu,models/machine_learning_model_relu29.pth
15,0.04432244858305369,0.9908256880733946,relu,models/machine_learning_model_relu30.pth
15,0.03432885617283838,1.0,relu,models/machine_learning_model_relu31.pth
15,0.06563725136220455,0.9908256880733946,relu,models/machine_learning_model_relu32.pth
15,0.09795397959117379,0.963302752293578,relu,models/machine_learning_model_relu33.pth
15,0.058432232455483506,0.9862385321100917,relu,models/machine_learning_model_relu34.pth
15,0.13105321755366667,0.944954128440367,relu,models/machine_learning_model_relu35.pth
15,0.028674674486475333,0.9954128440366973,relu,models/machine_learning_model_relu36.pth
15,0.06579389755747148,0.9770642201834863,relu,models/machine_learning_model_relu37.pth
15,0.07830861057820064,0.9770642201834863,relu,models/machine_learning_model_relu38.pth
15,0.08072261725153242,0.9770642201834863,relu,models/machine_learning_model_relu39.pth
15,0.10519933441121664,0.963302752293578,relu,models/machine_learning_model_relu40.pth
15,0.0489730931419347,0.9908256880733946,relu,models/machine_learning_model_relu41.pth
15,0.08728213142603636,0.9770642201834863,relu,models/machine_learning_model_relu42.pth
15,0.0478316643940551,0.9908256880733946,relu,models/machine_learning_model_relu43.pth
15,0.10614157335034438,0.9678899082568807,relu,models/machine_learning_model_relu44.pth
15,0.07014996385467905,0.9770642201834863,relu,models/machine_learning_model_relu45.pth
15,0.0733588429700051,0.9862385321100917,relu,models/machine_learning_model_relu46.pth
15,0.12170759495347738,0.9678899082568807,relu,models/machine_learning_model_relu47.pth
15,0.0628836709074676,0.981651376146789,relu,models/machine_learning_model_relu48.pth
15,0.05680585792288184,0.9862385321100917,relu,models/machine_learning_model_relu49.pth
15,0.07209433282592467,0.981651376146789,relu,models/machine_learning_model_relu50.pth
15,0.04042796910341297,0.9954128440366973,tanh,models/machine_learning_model_tanh1.pth
15,0.041803651356271336,0.9908256880733946,tanh,models/machine_learning_model_tanh2.pth
15,0.03519913284773273,0.9954128440366973,tanh,models/machine_learning_model_tanh3.pth
15,0.05409796183396663,0.9862385321100917,tanh,models/machine_learning_model_tanh4.pth
15,0.060345548670738935,0.9908256880733946,tanh,models/machine_learning_model_tanh5.pth
15,0.07905680872499943,0.981651376146789,tanh,models/machine_learning_model_tanh6.pth
15,0.044367576051237326,0.9908256880733946,tanh,models/machine_learning_model_tanh7.pth
15,0.05943064019083977,0.9908256880733946,tanh,models/machine_learning_model_tanh8.pth
15,0.08703892927483789,0.9770642201834863,tanh,models/machine_learning_model_tanh9.pth
15,0.06782154472810882,0.981651376146789,tanh,models/machine_learning_model_tanh10.pth
15,0.06828057286994797,0.9770642201834863,tanh,models/machine_learning_model_tanh11.pth
15,0.0443491641698139,0.9908256880733946,tanh,models/machine_learning_model_tanh12.pth
15,0.08709491124110562,0.9541284403669725,tanh,models/machine_learning_model_tanh13.pth
15,0.02992477111651429,0.9908256880733946,tanh,models/machine_learning_model_tanh14.pth
15,0.07816270805363144,0.981651376146789,tanh,models/machine_learning_model_tanh15.pth
15,0.03815480208556567,0.9954128440366973,tanh,models/machine_learning_model_tanh16.pth
15,0.019322139643398777,1.0,tanh,models/machine_learning_model_tanh17.pth
15,0.0410083888896874,0.9908256880733946,tanh,models/machine_learning_model_tanh18.pth
15,0.059292775113135576,0.981651376146789,tanh,models/machine_learning_model_tanh19.pth
15,0.023850049723738005,0.9954128440366973,tanh,models/machine_learning_model_tanh20.pth
15,0.08342118401612554,0.9770642201834863,tanh,models/machine_learning_model_tanh21.pth
15,0.022028436684714898,1.0,tanh,models/machine_learning_model_tanh22.pth
15,0.04810744058340788,0.9908256880733946,tanh,models/machine_learning_model_tanh23.pth
15,0.11765797502760376,0.963302752293578,tanh,models/machine_learning_model_tanh24.pth
15,0.02735630502658231,1.0,tanh,models/machine_learning_model_tanh25.pth
15,0.09346509358978697,0.9724770642201835,tanh,models/machine_learning_model_tanh26.pth
15,0.10273638966360263,0.9678899082568807,tanh,models/machine_learning_model_tanh27.pth
15,0.05021606565320066,0.9908256880733946,tanh,models/machine_learning_model_tanh28.pth
15,0.03002296235146267,0.9954128440366973,tanh,models/machine_learning_model_tanh29.pth
15,0.10704247533742871,0.9724770642201835,tanh,models/machine_learning_model_tanh30.pth
15,0.014740727808592575,0.9954128440366973,tanh,models/machine_learning_model_tanh31.pth
15,0.05498275074309537,0.9908256880733946,tanh,models/machine_learning_model_tanh32.pth
15,0.0449957530280309,0.9954128440366973,tanh,models/machine_learning_model_tanh33.pth
15,0.047996479884854386,0.9908256880733946,tanh,models/machine_learning_model_tanh34.pth
15,0.0600312110701842,0.981651376146789,tanh,models/machine_learning_model_tanh35.pth
15,0.021657046529331377,1.0,tanh,models/machine_learning_model_tanh36.pth
15,0.08956523292831012,0.9724770642201835,tanh,models/machine_learning_model_tanh37.pth
15,0.05330699196617518,0.9862385321100917,tanh,models/machine_learning_model_tanh38.pth
15,0.09831400175711938,0.9678899082568807,tanh,models/machine_learning_model_tanh39.pth
15,0.11916077941922205,0.9587155963302753,tanh,models/machine_learning_model_tanh40.pth
15,0.051107077792819054,0.981651376146789,tanh,models/machine_learning_model_tanh41.pth
15,0.1284393730706402,0.963302752293578,tanh,models/machine_learning_model_tanh42.pth
15,0.0564211867749691,0.9862385321100917,tanh,models/machine_learning_model_tanh43.pth
15,0.06308912026828953,0.981651376146789,tanh,models/machine_learning_model_tanh44.pth
15,0.01931938422577722,1.0,tanh,models/machine_learning_model_tanh45.pth
15,0.03307585641076522,0.9954128440366973,tanh,models/machine_learning_model_tanh46.pth
15,0.04826566583610007,0.9862385321100917,tanh,models/machine_learning_model_tanh47.pth
15,0.14168373309075832,0.9495412844036697,tanh,models/machine_learning_model_tanh48.pth
15,0.07450971772362079,0.9770642201834863,tanh,models/machine_learning_model_tanh49.pth
15,0.03148626788918461,0.9908256880733946,tanh,models/machine_learning_model_tanh50.pth
15,0.051581610326788256,0.9862385321100917,sigmoid,models/machine_learning_model_sigmoid1.pth
15,0.03946098286126341,0.9908256880733946,sigmoid,models/machine_learning_model_sigmoid2.pth
15,0.07772700847791773,0.9678899082568807,sigmoid,models/machine_learning_model_sigmoid3.pth
15,0.08907250075467996,0.981651376146789,sigmoid,models/machine_learning_model_sigmoid4.pth
15,0.08571383596530982,0.963302752293578,sigmoid,models/machine_learning_model_sigmoid5.pth
15,0.09975130603249584,0.963302752293578,sigmoid,models/machine_learning_model_sigmoid6.pth
15,0.06448693613388709,0.981651376146789,sigmoid,models/machine_learning_model_sigmoid7.pth
15,0.07338028168305755,0.9770642201834863,sigmoid,models/machine_learning_model_sigmoid8.pth
15,0.03743748579706464,1.0,sigmoid,models/machine_learning_model_sigmoid9.pth
15,0.052612402476370335,0.9908256880733946,sigmoid,models/machine_learning_model_sigmoid10.pth
15,0.1100978850653129,0.963302752293578,sigmoid,models/machine_learning_model_sigmoid11.pth
15,0.09241423669404217,0.9724770642201835,sigmoid,models/machine_learning_model_sigmoid12.pth
15,0.06964290913726602,0.981651376146789,sigmoid,models/machine_learning_model_sigmoid13.pth
15,0.11384592591119665,0.9587155963302753,sigmoid,models/machine_learning_model_sigmoid14.pth
15,0.07321641095248717,0.9770642201834863,sigmoid,models/machine_learning_model_sigmoid15.pth
15,0.06569903064519167,0.9908256880733946,sigmoid,models/machine_learning_model_sigmoid16.pth
15,0.05987606603386147,0.981651376146789,sigmoid,models/machine_learning_model_sigmoid17.pth
15,0.04824071650260261,0.9954128440366973,sigmoid,models/machine_learning_model_sigmoid18.pth
15,0.10655252821743488,0.9724770642201835,sigmoid,models/machine_learning_model_sigmoid19.pth
15,0.06099022811810885,0.9862385321100917,sigmoid,models/machine_learning_model_sigmoid20.pth
15,0.03848978717412267,0.9908256880733946,sigmoid,models/machine_learning_model_sigmoid21.pth
